(-)-EPICATECHIN,EHMT2,1
(-)-EPICATECHIN,GAA,1
(-)-EPICATECHIN,KDM4E,1
(-)-EPICATECHIN,POLI,1
(-)-EPICATECHIN,POLK,1
(-)-EPICATECHIN,RACGAP1,1
"(R,S)-INDATRALINE",ATAD5,1
"(R,S)-INDATRALINE",ATXN2,1
"(R,S)-INDATRALINE",CYP1A2,1
"(R,S)-INDATRALINE",CYP2C19,1
"(R,S)-INDATRALINE",CYP2D6,1
"(R,S)-INDATRALINE",CYP3A4,1
"(R,S)-INDATRALINE",DRD1,1
"(R,S)-INDATRALINE",MTOR,1
"(R,S)-INDATRALINE",NFKB1,1
"(R,S)-INDATRALINE",THPO,1
"(R,S)-INDATRALINE",TP53,1
(RS)-ROSCOVITINE,CDK1,1
(RS)-ROSCOVITINE,CDK2,1
(RS)-ROSCOVITINE,CDK5,1
(RS)-ROSCOVITINE,CLK4,1
"1,4-DIMETHOXYANTHRAQUINONE",ALDH1A1,1
"1,4-DIMETHOXYANTHRAQUINONE",MAPT,1
"1,4-DIMETHOXYANTHRAQUINONE",PLK1,1
"1,4-DIMETHOXYANTHRAQUINONE",RAPGEF4,1
"1,4-DIMETHOXYANTHRAQUINONE",TARDBP,1
"1,4-DIMETHOXYANTHRAQUINONE",USP1,1
"10,11-DIHYDROEPOTHILONE D",TUBA1B,1
"10,11-DIHYDROEPOTHILONE D",TUBA3E,1
"10,11-DIHYDROEPOTHILONE D",TUBB1,1
"10,11-DIHYDROEPOTHILONE D",TUBB2B,1
"10,11-DIHYDROEPOTHILONE D",TUBB6,1
"10,11-DIHYDROEPOTHILONE D",TUBB8,1
135649864,3350,1
135649864,3351,1
135649864,3352,1
135649864,3354,1
135649864,3355,1
135649864,3356,1
135649864,3357,1
135649864,3358,1
135649864,3363,1
135649950,150,1
135649950,151,1
135649950,152,1
135649950,1812,1
135649950,1813,1
135649950,1814,1
135649950,1815,1
135649950,3350,1
135649950,3356,1
135649950,3357,1
135649950,3358,1
135649950,8989,1
135650026,150,1
135650026,151,1
135650026,152,1
135650026,1812,1
135650026,1813,1
135650026,1814,1
135650026,1815,1
135650026,3350,1
135650026,3351,1
135650026,3352,1
135650026,3356,1
135650026,3357,1
135650026,3358,1
135650026,3362,1
135650088,150,1
135650088,151,1
135650088,152,1
135650088,1812,1
135650088,1813,1
135650088,1814,1
135650088,1815,1
135650088,3269,1
135650088,3350,1
135650088,3356,1
135650088,3358,1
135650088,3362,1
135650088,3363,1
135650115,1128,1
135650115,146,1
135650115,147,1
135650115,148,1
135650115,1812,1
135650115,1813,1
135650115,1814,1
135650115,1815,1
135650115,3269,1
135650115,3350,1
135650115,3351,1
135650115,3352,1
135650115,3354,1
135650115,3355,1
135650115,3356,1
135650115,3357,1
135650115,3358,1
135650115,3362,1
135650115,3363,1
135650115,59340,1
135650345,1812,1
135650345,1813,1
135650345,1814,1
135650345,1815,1
135650345,3269,1
135650345,3350,1
135650345,3352,1
135650345,3356,1
135650345,3357,1
135650345,3363,1
135650453,146,1
135650453,147,1
135650453,148,1
135650453,1812,1
135650453,3350,1
135650453,3351,1
135650453,3352,1
135650453,3356,1
135650453,3357,1
135650453,3358,1
135650453,3363,1
135650525,148,1
135650525,150,1
135650525,151,1
135650525,152,1
135650525,1812,1
135650525,1813,1
135650525,1814,1
135650525,1815,1
135650525,3350,1
135650525,3351,1
135650525,3352,1
135650525,3356,1
135650525,3357,1
135650525,3358,1
135650525,3362,1
135650581,3351,1
135650581,3352,1
135650581,3354,1
135650581,3355,1
135650581,3356,1
135650581,3357,1
135650581,3358,1
135650581,3362,1
135650581,3363,1
135650584,3350,1
135650584,3351,1
135650584,3352,1
135650584,3354,1
135650584,3355,1
135650584,3356,1
135650584,3357,1
135650584,3358,1
135650584,3362,1
135650584,3363,1
135650596,3351,1
135650596,3352,1
135650596,3354,1
135650596,3355,1
135650596,3356,1
135650596,3357,1
135650596,3358,1
135650596,3362,1
135650596,3363,1
135650756,1813,1
135650756,3269,1
135650756,3350,1
135650756,3351,1
135650756,3352,1
135650756,3354,1
135650756,3355,1
135650756,3356,1
135650756,3358,1
135650756,3362,1
135650756,3363,1
135650809,150,1
135650809,151,1
135650809,152,1
135650809,1812,1
135650809,1813,1
135650809,1814,1
135650809,1815,1
135650809,3350,1
135650809,3351,1
135650809,3352,1
135650809,3356,1
135650809,3357,1
135650809,3358,1
135650903,146,1
135650903,147,1
135650903,148,1
135650903,1813,1
135650903,1814,1
135650903,3269,1
135650903,3350,1
135650903,3351,1
135650903,3352,1
135650903,3354,1
135650903,3355,1
135650903,3356,1
135650903,3358,1
135650903,3362,1
135650903,3363,1
135650904,146,1
135650904,147,1
135650904,148,1
135650904,3350,1
135650904,3351,1
135650904,3352,1
135650904,3356,1
135650904,3357,1
135650904,3358,1
135650904,3362,1
135650904,3363,1
135650930,148,1
135650930,151,1
135650930,152,1
135650930,1813,1
135650930,1814,1
135650930,1815,1
135650930,3350,1
135650930,3351,1
135650930,3352,1
135650930,3356,1
135650930,3357,1
135650930,3358,1
135651037,1813,1
135651037,1814,1
135651037,1815,1
135651037,3269,1
135651037,3350,1
135651037,3351,1
135651037,3352,1
135651037,3354,1
135651037,3355,1
